id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
d6d70,12,1,39,3,1,22
czmx1,12,12,88,5,1,93
vvyh7,5,12,89,3,10,31
tl03h,12,3,83,11,28,69
jtjc6,5,1,6,12,1,94
wyiqu,12,2,6,5,3,92
dfyqd,12,18,31,3,19,61
wsgww,11,27,22,11,1,88
c6tob,3,30,92,12,18,69
qtz6c,12,30,95,3,29,82
vl0dg,12,22,38,3,2,11
qusfw,11,23,87,11,18,85
uujln,3,1,17,3,1,34
ipth3,12,23,46,3,6,87
hiwzl,12,5,67,5,4,72
gdnxv,11,31,82,11,13,55
dbto8,5,22,37,3,6,64
hzthk,3,17,23,12,27,42
go8d9,11,21,43,11,4,42
t0jvx,12,1,83,3,1,68
faas8,11,1,27,11,1,62
el6ck,3,9,46,11,22,91
txb2g,3,1,61,12,1,43
ni6bt,11,7,48,12,25,53
fir41,11,1,77,12,1,3
sztl2,3,1,21,5,1,64
fr3kj,11,1,12,3,1,62
ust3q,12,1,77,12,1,45
awyyo,12,20,95,12,21,18
pdoc6,11,1,6,12,1,63
p6228,11,10,3,11,21,98
jxeep,11,21,38,3,19,12
r3371,11,31,51,11,29,70
jupxo,3,26,73,12,28,78
qxx00,12,1,79,11,1,30
fk2wf,5,1,44,12,1,47
otqdw,12,1,26,5,1,79
tn1lc,11,12,47,5,12,17
z5x7d,12,9,65,12,6,11
jxnci,12,1,71,5,1,25
m2def,12,1,34,5,1,23
mjvqs,3,27,68,11,8,63
wb6mi,3,3,10,11,7,75
zyc1o,5,6,56,12,4,99
qe1qd,12,1,99,3,1,70
veai0,5,1,71,11,1,82
cbcxn,12,1,92,11,1,32
thm7a,3,15,54,3,25,4
vj95w,11,13,26,11,6,58
s9ign,11,12,34,11,8,73
phxp2,12,22,5,3,23,75
xcoku,3,1,22,11,1,60
qpm4a,12,1,73,3,1,25
wkiks,11,1,19,3,1,77
efkzd,12,8,52,12,28,91
rl6pz,3,10,75,5,23,59
lh5lo,5,23,50,3,14,41
w8zmw,12,1,78,11,1,24
wnmmm,12,2,99,12,6,55
vevea,3,1,34,5,1,96
f9ddx,11,21,5,11,13,21
m216c,12,22,79,11,13,27
a6qo0,3,10,92,3,23,63
zloxe,12,7,49,11,7,29
gmxp7,5,21,88,12,7,79
qm6u5,11,11,88,11,25,98
mz8t3,3,1,24,11,1,32
xvjl4,12,19,88,3,24,79
vq2sz,11,25,24,5,22,49
u752a,12,1,39,3,1,89
q6s62,3,19,67,11,16,53
dcllg,11,8,2,5,30,5
xffuv,12,23,4,11,2,67
bqsxn,12,28,72,12,13,79
lx6r0,5,1,58,11,1,34
jjtq2,3,1,92,11,1,59
k4nbr,3,29,55,11,7,93
zn5n4,12,1,25,12,1,8
g4x0p,3,30,25,5,24,87
pk1t0,3,19,83,12,24,64
fsoym,3,8,61,11,20,90
xo304,12,30,29,12,22,38
t7f63,11,21,41,3,11,53
kyr9p,12,1,8,11,1,41
cqlvn,3,1,5,3,30,70
d42dx,12,8,64,12,15,34
g2oay,11,25,44,11,22,28
k6rnr,5,13,41,11,20,59
xw83s,3,31,46,12,6,60
dbz8x,5,20,38,12,20,29
olxkw,3,28,22,12,18,56
jzkb7,3,28,65,12,29,68
bzjyy,11,21,28,12,27,37
qaudq,12,6,35,3,3,97
sxh2z,11,24,92,5,23,69
yzcs5,12,8,54,11,12,23
n4201,11,18,87,11,28,76
ikb29,3,6,39,3,31,7
wndrm,11,6,26,11,25,16
gkr96,5,13,78,5,16,42
rn0kk,12,12,72,3,9,48
y3zzh,3,2,53,12,7,30
adrzf,3,1,58,3,1,36
y9en7,3,1,58,11,1,44
f2ygd,5,31,16,3,20,88
mco15,5,3,30,5,19,68
gyje3,3,7,96,3,10,67
d6c4j,11,21,43,12,27,62
spvwp,11,17,52,12,22,68
mx1q3,3,26,41,5,12,66
npcam,3,1,27,3,1,53
mi6hw,12,5,28,11,29,88
txlkv,11,28,41,11,7,54
zlhk8,12,3,72,11,30,55
n32dm,3,26,31,11,25,6
eyoi1,12,20,24,12,8,61
igwut,11,20,25,3,20,79
mehku,11,12,20,3,20,94
c67jn,3,29,98,12,14,86
fi0ha,3,5,41,12,24,52
fg2pz,11,9,36,5,19,50
zrd68,3,13,1,3,25,61
k49uy,3,19,56,3,2,16
w0z2r,11,1,85,5,1,76
oma8t,5,17,11,11,13,54
nf65w,12,1,31,11,1,32
ys8f7,3,19,2,12,14,81
r4jh0,11,29,12,11,28,15
gyze9,12,1,88,12,1,86
h6med,11,1,72,11,1,10
rddes,3,5,52,11,2,56
ar21t,5,10,47,11,17,77
dx9n3,12,4,20,12,20,59
bc8qd,5,4,21,3,16,17
sbda7,11,19,8,11,26,74
ljmmc,11,12,41,12,23,48
aak9e,11,1,72,5,1,29
t73d7,5,21,1,11,23,68
rv2re,11,6,87,12,23,22
sw0ra,11,27,92,12,25,1
eikbd,5,1,26,3,1,57
wj5nk,11,26,74,11,13,92
e06ga,3,14,44,12,27,54
olrv7,12,1,17,11,1,30
o0jjt,11,1,80,12,12,65
fvj4e,12,4,35,11,16,82
jl4pf,11,1,93,11,1,39
bqtot,12,1,23,3,1,28
mma55,12,29,70,3,1,19
r8d8m,3,7,75,12,17,45
ihiud,5,19,26,5,26,10
nmqy3,5,5,22,11,27,29
yd8ra,3,17,32,11,7,50
gm9qy,11,20,66,12,1,87
hmors,3,30,60,5,24,47
d8phi,3,10,50,11,7,97
oq6sc,5,1,25,5,1,90
f6rf4,3,9,87,12,17,68
wxooj,12,12,43,3,31,31
h5os7,5,1,69,3,1,83
riwmf,12,14,40,3,12,72
e714a,5,7,17,3,28,44
ivglv,11,1,10,11,1,84
ehd4b,12,3,91,11,17,16
opw79,12,20,91,3,30,92
afe99,3,25,72,11,28,93
cisr3,12,1,47,11,1,29
n4v2n,11,4,57,3,2,73
ovegw,3,1,18,5,1,2
ic8ck,12,9,42,5,7,19
lrqxr,5,29,11,3,14,53
kqeha,3,27,2,3,13,64
tz6rz,3,1,57,12,1,49
l89b6,3,16,39,12,25,32
wt61g,3,22,30,12,13,4
f7tuo,12,16,75,11,11,88
f3wx3,11,25,65,5,24,40
kv9uc,3,4,18,11,18,12
ch061,11,1,35,11,25,50
rm2ij,3,26,87,12,16,42
kyf1n,12,5,70,11,5,17
jso32,5,4,57,3,12,63
nm9q5,3,5,33,11,12,36
cni5p,11,1,89,3,1,4
jw3op,11,1,56,12,1,70
z9ebr,5,1,28,11,1,33
q80c2,3,27,38,5,19,43
oc1ah,11,1,65,12,1,97
nttof,3,17,98,11,21,54
m4d44,3,1,77,5,1,91
yrjpz,3,4,27,12,6,62
y00eh,5,27,64,12,10,73
ktbtm,12,10,41,12,16,80
ypson,11,10,10,5,29,67
cqlta,3,21,7,12,9,58
iaumr,12,17,83,11,13,46
hn6re,12,22,22,3,20,76
smsjs,5,16,6,12,24,77
p7sac,5,1,46,12,1,62
mzgxb,11,4,95,11,15,76
glhur,11,22,32,11,7,7
nt1hm,11,18,23,12,23,86
gvleq,11,18,75,12,10,1
msv4y,5,24,97,3,9,89
i1n4i,11,5,48,11,2,25
xdsux,3,6,73,12,28,10
tvkib,12,23,79,12,31,56
et4x6,5,12,39,12,14,41
ynzq2,12,31,28,5,21,86
rf90h,3,14,79,11,12,25
j7h7w,11,26,44,11,25,87
nr9ku,3,12,41,3,17,60
fn7b8,12,1,21,12,1,44
b14pu,5,1,71,3,1,40
k2zsy,11,8,86,12,21,17
uorlf,3,1,10,11,1,43
jucha,12,27,20,3,23,95
jwtno,11,1,59,11,1,74
z8d20,11,1,82,12,29,20
zfw6q,5,11,16,12,25,15
m38ap,11,24,19,12,23,89
b4sn5,3,3,11,11,10,11
r97yu,12,1,70,3,1,74
sts0g,3,24,65,11,20,59
xpab4,12,24,68,3,11,73
y7mz6,11,27,60,5,29,4
qbsoj,3,8,76,12,23,60
cnduq,12,1,89,11,1,51
gh970,5,9,58,12,29,16
s3rzc,12,23,27,5,4,33
pmr6g,3,22,65,12,27,21
ltraf,3,19,89,5,14,29
klb48,11,29,3,3,26,2
s40z6,11,14,62,11,21,48
kpjls,12,19,10,3,14,97
ejphk,3,30,81,3,20,83
zysr9,11,25,95,11,23,4
j1nhk,11,17,2,3,23,52
hdbgb,12,6,79,12,3,86
b2ruw,12,1,87,5,1,15
mn3dm,3,17,27,5,6,18
ztxua,12,22,90,12,1,26
eibf3,11,25,90,11,11,55
gmgb0,5,16,45,12,6,49
ew338,11,1,48,11,1,25
ckhh3,12,1,16,11,1,89
p2izg,3,2,23,12,12,11
hnw9f,3,11,27,3,17,53
tgyo2,3,5,34,11,29,38
kg5oe,12,14,7,5,8,23
q8dpu,5,3,2,5,11,4
cwy70,3,23,60,11,21,9
iee3z,11,20,57,3,9,57
kpu8i,11,9,62,11,23,21
b5ir9,3,12,14,3,16,4
ki2di,3,6,94,3,25,69
mhee1,11,28,86,11,19,15
kyk1a,12,8,93,12,21,48
nix3s,12,1,21,11,26,31
umhs7,12,1,50,12,8,74
u80ah,11,6,99,12,23,35
ao90m,5,26,15,3,18,73
qsjzd,11,18,94,12,5,49
xbxsv,11,5,68,3,11,46
wkpwp,11,13,19,5,16,85
i3thc,3,18,97,3,19,20
uaq46,11,11,97,11,13,34
u24lx,11,1,64,12,1,46
js7a9,11,4,66,5,7,68
wnzoe,3,12,71,11,18,97
q5bd2,5,28,67,12,27,24
t4ugu,12,1,69,11,1,82
tsteb,5,8,57,11,28,18
usd9i,5,19,86,12,5,28
y4vqu,3,9,38,11,17,57
wcano,5,26,11,11,14,6
kmfgm,11,25,36,12,8,89
o3rnq,12,1,39,12,1,58
qj31c,11,22,51,3,7,9
wjh8r,11,1,44,3,1,8
km0m5,5,1,86,11,1,59
ijra7,5,18,60,3,13,40
tyvw4,3,1,68,11,1,40
yum0k,3,25,80,3,23,76
x31ht,12,29,16,3,28,6
dmuc2,12,30,23,12,27,99
x8xui,3,31,62,5,9,51
u3esa,11,31,83,11,10,70
e30vu,12,1,84,12,1,46
aanoe,11,10,57,12,21,68
fmgtx,3,11,46,3,23,9
yrfht,11,23,19,3,7,56
thp0y,5,1,66,12,1,94
ol306,5,21,1,3,27,37
qr8xq,12,22,17,3,31,73
kmzyx,11,12,25,3,24,94
xnsxv,11,19,12,12,27,46
e0184,3,1,33,12,1,85
ifibc,3,20,94,11,10,25
fahh2,3,18,24,11,26,27
wxuhx,3,1,91,3,1,13
o91ch,3,1,33,11,1,15
rby8f,11,8,31,11,18,67
x7tse,3,9,4,11,11,84
faisv,11,1,2,3,1,57
ze8gn,5,31,39,5,12,28
dow54,12,24,45,12,2,88
t5ks5,11,1,77,3,1,13
sxyri,11,26,58,12,24,93
vdqz2,11,30,10,5,27,38
e6q7z,12,20,2,3,23,30
y2jgj,12,4,25,3,27,56
ug2xp,3,31,39,11,26,41
chyr9,3,1,95,3,1,52
ol9sr,12,17,35,3,23,13
v1ubl,12,1,74,12,1,50
mdvw4,12,23,79,3,27,24
j2fqc,3,6,8,12,18,36
hspts,12,17,15,12,12,33
n9bym,11,14,65,12,12,56
z2f99,3,5,25,3,31,1
p6wyx,12,31,37,12,30,12
swaic,11,1,85,5,1,18
uhm4f,3,20,54,3,12,87
uldll,5,31,88,11,31,63
kw887,12,6,22,3,14,56
teuor,3,8,2,3,15,9
irnw9,11,10,55,5,22,73
pohil,3,1,55,12,9,18
hyxi0,5,14,39,12,4,98
yeagi,3,3,32,12,21,28
s6fzd,12,1,61,3,1,60
p21kw,12,20,44,12,15,89
lry2i,11,23,66,3,24,9
nr9j8,3,1,1,3,2,42
uvpzf,3,1,58,12,1,42
hnict,12,20,11,11,6,48
vm01c,5,28,61,12,2,28
hv4ei,12,21,96,11,20,46
dp4wu,3,5,56,3,24,53
tztxh,12,23,12,11,23,94
smvxr,3,1,48,11,1,46
iwv77,12,1,66,3,1,51
qjht1,3,19,62,11,2,18
scvo9,12,1,85,12,1,67
uxk55,3,28,32,3,2,33
ynhdy,11,2,55,12,5,72
wayaq,3,5,29,3,24,67
l8om8,3,6,87,11,25,69
fr081,11,1,77,5,1,35
ci1ok,11,1,6,3,1,18
obgpg,5,1,57,12,11,1
rgvyq,3,31,36,12,11,49
rwlef,12,6,53,12,11,18
a2ipl,3,4,12,12,26,61
s2wdw,11,1,46,11,19,54
uzzv0,5,12,78,11,4,7
sb01c,5,20,3,3,25,44
n7x56,3,1,80,11,1,17
ab9ya,11,9,64,11,23,51
mbojj,12,1,98,12,10,66
q0h7y,12,8,30,11,12,96
o6ox3,3,11,22,12,31,53
ojy6m,11,31,27,12,23,34
nsf4d,11,23,14,3,11,94
oomro,11,23,2,11,8,42
ind7r,3,6,9,11,26,90
pm3fk,3,14,64,12,2,71
h6cz6,11,3,95,12,3,53
mflqm,3,1,60,5,1,66
kbd9v,3,13,68,12,1,53
syzpj,12,23,52,5,8,95
x6ni8,5,25,42,12,31,15
qdun2,11,12,61,5,13,2
dpmjl,12,1,59,12,1,7
r7fah,5,9,45,12,5,31
i3rxj,11,1,64,12,1,37
b5lzu,3,23,48,11,26,16
ey0s9,5,17,21,12,21,83
zmc0o,12,26,64,3,31,18
lrnlj,3,16,27,3,6,46
f6e7i,11,1,30,5,1,13
dkkzs,3,24,35,12,30,93
qubes,12,2,80,12,27,31
t08n2,3,19,71,5,11,9
jdxqs,11,26,87,5,14,7
c7pcj,5,6,50,11,28,60
jbvxr,3,23,77,12,21,71
rz27l,3,7,73,12,8,32
cji11,3,17,61,11,29,6
gdti1,11,27,18,3,3,90
aq3tu,5,21,32,11,23,48
mmrw8,12,1,21,3,1,53
ei4ry,11,1,96,5,29,5
ffujf,5,17,22,12,24,57
c8a61,12,27,37,3,19,1
sagqu,11,30,27,12,28,19
mhvwy,3,1,43,12,1,24
yksy2,12,11,39,11,21,58
k7o5d,11,1,41,3,1,71
fj5zd,11,1,11,12,1,62
fat1b,12,21,46,5,13,36
ymwzl,11,31,13,11,23,17
p1w5p,11,15,99,3,22,33
if71j,11,1,99,12,1,22
r3kxn,11,16,8,12,22,5
owcf5,3,13,69,3,23,74
cpdvh,11,1,98,3,1,18
sme1e,5,24,96,11,1,75
duozg,5,16,11,12,14,81
f35h7,3,3,20,11,31,83
srgsh,3,15,29,11,23,40
lrkyt,12,1,71,12,1,83
far6n,5,29,49,3,7,75
bejs4,3,3,50,11,14,21
pjrve,11,30,97,11,8,64
s31bl,12,17,98,5,24,96
fr2z0,11,1,78,11,1,45
kjezl,5,16,54,11,6,22
i8w40,12,1,13,11,1,21
xfpou,12,1,90,3,29,62
uqd3a,3,1,91,3,1,46
huitr,3,21,3,3,5,39
nbtsb,3,15,98,3,23,31
yv7fe,3,2,61,12,18,45
iy588,11,1,54,11,1,14
dhr53,3,3,53,11,24,34
hyt2d,3,1,59,3,1,38
prf8r,12,18,57,5,29,38
zvmb0,5,1,94,5,1,13
idksc,11,6,48,3,31,98
b32ju,5,1,61,3,1,28
e0uan,11,13,99,11,31,91
knq7e,12,1,78,12,1,71
c1zpe,3,9,11,11,9,75
a425p,11,1,65,5,1,66
rjbh6,5,9,63,11,23,72
vd5vd,3,11,36,3,31,75
g7bgk,3,18,84,3,11,76
nkoft,5,4,29,5,4,84
ovyd9,11,17,75,12,7,53
reuyu,12,3,58,5,29,35
z68nn,11,17,48,12,3,33
xz79m,3,13,45,11,9,8
ia04z,3,9,78,5,14,47
z74ug,11,3,40,3,6,45
ajsua,5,3,1,5,23,61
z455j,3,1,14,3,1,12
dz5qs,12,1,26,12,1,1
c1yii,3,8,26,5,30,3
datk1,11,1,91,11,1,15
dyy2x,12,1,5,12,1,38
m8xjb,11,12,71,11,31,81
q8b95,3,22,41,3,19,28
tpvd1,12,8,40,3,20,64
ad214,5,19,30,11,17,29
ht4pg,12,13,58,11,13,33
dqukr,3,1,39,11,1,36
d50s6,5,22,57,12,4,5
t75bf,12,11,77,11,24,44
q2yig,12,8,22,5,30,37
f5vfi,11,19,89,3,26,63
hgaic,3,29,84,3,29,26
yrrgl,11,1,29,12,1,35
oz7qi,12,1,90,12,1,15
gl5fx,5,21,65,5,23,75
y2r0i,3,1,9,12,1,6
fba7p,11,14,56,12,19,22
hkpmi,11,2,66,12,7,24
s6zfx,12,3,79,12,4,89
ntlh7,5,29,89,11,6,61
bk3cu,12,5,67,11,26,81
u53u3,3,1,88,12,1,53
fsrr8,12,11,51,11,21,31
raxfa,12,5,15,5,25,62
i9q72,5,25,42,3,6,87
tvp36,5,6,16,5,10,64
x52dt,3,27,75,5,14,1
upm5f,11,5,15,3,9,68
x68wl,11,1,16,12,21,15
oojvq,11,25,39,12,3,69
bqr49,5,21,83,11,1,36
ntd85,3,15,8,12,11,93
lnesr,3,4,53,3,9,44
s55r2,12,18,21,12,16,47
g49vw,12,10,22,11,10,46
sd1v8,3,30,72,12,26,46
ltoeo,3,30,42,5,26,76
rgw14,11,25,98,5,28,37
knj91,5,31,24,3,2,32
ju3xv,12,14,50,5,27,15
f8hw2,3,30,33,11,4,74
vs7wm,12,29,7,11,19,69
bug87,12,1,11,3,1,93
gqbl6,12,1,3,11,1,35
l2pxy,12,19,73,12,31,76
e2m2l,3,31,31,5,28,24
xzeqv,11,1,69,11,1,79
iwz9e,11,14,24,11,1,98
g62ei,3,5,75,11,21,46
gbmee,5,27,59,3,27,66
e52xf,12,27,33,11,31,36
rki7d,12,3,13,5,8,79
mb70y,12,5,12,11,3,33
glyl8,12,22,62,11,26,26
wrprs,11,1,30,3,1,4
r2gtr,12,27,37,5,22,40
kmy3g,3,21,96,3,7,57
n7bkj,5,11,46,12,17,33
rucg2,11,8,18,3,30,36
dk5gj,11,24,87,3,21,36
vhiqx,12,9,68,5,1,58
gk2ez,3,1,89,11,1,97
aavjm,12,22,4,3,11,59
n6x8x,11,9,95,11,28,90
wdhra,12,30,44,3,23,96
tjxbl,11,1,15,5,1,46
irana,11,10,78,12,8,37
ksfdd,12,26,21,3,8,41
pszg7,3,1,91,12,1,71
gfeuy,3,7,21,5,7,27
vos7z,12,14,52,3,26,77
hygre,11,1,40,11,1,12
fs3x2,11,4,68,11,31,29
ce77h,12,21,87,3,10,33
s0tgn,12,1,85,3,20,36
ak4as,11,8,49,11,20,47
u0g1k,12,18,63,12,15,27
znv2t,11,1,28,11,1,56
c1119,3,17,60,12,27,94
c5pfr,11,7,22,11,2,55
y9uuz,3,1,47,5,1,53
dfj1v,3,26,16,11,13,61
k8iwp,5,10,52,3,4,2
wussq,3,7,38,12,17,94
d2ull,3,15,1,3,9,46
rs9gw,3,27,46,3,1,99
jegz1,11,7,96,12,15,20
lvnal,11,8,66,12,20,49
yl2ks,3,1,48,3,1,17
qnb6x,11,1,90,12,1,20
izf0y,12,22,11,3,13,67
yqtil,5,1,52,5,1,79
p16ri,3,22,81,12,5,57
cpkrj,3,24,92,3,3,6
k4sjn,12,1,86,12,1,89
gdm00,5,1,1,3,1,14
qc9tq,11,1,51,12,1,91
wqxt0,12,25,84,11,11,66
beyg2,3,1,59,5,1,54
uqzc8,3,1,15,5,1,88
xg6vv,12,5,55,3,3,12
zunt9,5,1,61,11,1,54
rmn8k,3,25,48,12,15,7
i3bf8,11,3,26,3,29,29
do5ei,11,23,57,11,17,69
ygnwi,12,18,99,11,6,5
k090a,11,7,62,12,7,16
i6avz,3,22,5,3,23,46
tvh3a,11,5,2,11,30,64
s8weq,11,20,37,3,9,34
venla,12,29,67,11,16,66
wpdj4,3,22,11,11,23,32
wn7fm,3,10,27,12,29,17
ew3v5,5,9,67,5,22,13
et2t7,11,23,98,11,15,31
fc9gk,11,23,34,3,1,66
qzawo,12,11,65,11,30,24
phzwm,5,5,17,3,3,40
wzsnm,3,31,34,11,7,76
vyoor,3,29,60,5,18,38
vq503,11,5,80,3,26,60
c08oi,12,14,80,3,25,41
szqjy,12,17,80,3,23,72
wcsgo,12,1,4,12,1,19
zgfsu,5,9,64,12,16,24
i27c1,5,1,21,11,1,56
uwrpv,3,1,1,5,1,91
kufpy,12,24,25,5,3,86
e8w7k,12,20,94,11,4,44
ie9li,11,11,93,3,24,95
gdnjr,12,28,22,5,22,31
xb7qm,12,29,6,3,17,37
e5u5l,11,1,80,3,1,47
dldan,12,27,23,11,14,84
p238n,3,9,52,11,5,23
otv6z,3,20,91,5,17,87
opt9k,12,1,63,3,1,50
de99j,3,19,18,11,28,37
msg51,5,7,89,3,18,58
yea8r,11,31,36,3,26,31
chnkj,12,7,90,3,22,84
u3qgs,3,17,70,12,30,54
d4pz6,12,27,70,11,4,15
gv9wc,12,23,30,11,16,35
xy5mt,5,4,70,12,23,20
hlqr1,12,29,5,12,27,82
nw0p3,11,24,31,12,18,25
jgdjb,5,1,83,11,1,60
phymx,12,16,59,3,27,18
kc4w3,5,24,40,12,10,89
l0rqm,3,30,99,3,25,90
vrrli,3,20,21,12,23,86
oegf3,12,18,9,11,3,12
orh6h,12,21,35,12,6,51
ugepj,11,29,29,5,29,59
l9bre,3,31,49,3,16,97
vrsf5,3,27,12,11,5,75
s986k,11,28,61,5,3,68
wpofh,12,4,12,3,6,5
lwrcx,3,22,14,12,8,6
o84nj,3,7,62,12,11,40
dz4ux,12,16,76,11,26,17
cq6ni,11,30,70,12,29,18
calca,12,26,67,11,11,94
qsrmn,3,1,14,12,1,65
is8g2,3,4,7,11,18,48
hc7m1,11,9,11,12,12,59
pvmiu,5,16,49,11,4,36
keyb0,11,18,71,3,29,56
dzz6f,5,1,39,3,1,1
ojn7b,5,4,85,3,30,99
ogkm1,5,9,2,5,4,92
dhnnb,5,8,53,11,5,22
hq9kg,12,12,96,3,19,16
gjlmc,3,1,60,12,1,18
s85el,11,7,10,3,1,85
gqjz3,11,1,2,3,1,82
aiuj7,5,10,29,12,21,42
gk1vi,5,2,15,3,13,9
maj8r,11,1,69,12,1,18
uwtpr,12,27,27,12,26,41
bjto9,11,27,2,5,21,95
wnowo,11,18,58,5,26,50
io2n5,11,3,83,11,27,79
iekj5,5,1,34,3,1,20
au4lk,5,1,82,5,1,90
h3igz,12,16,19,11,16,88
m40a0,12,1,88,12,1,21
qkb9y,3,20,60,11,30,77
t57ym,11,18,58,11,21,51
nifxw,12,13,75,3,28,42
c9g9h,11,18,81,3,26,31
kqcej,11,1,47,3,1,94
t4wbi,11,24,15,3,6,77
qstr1,11,25,42,11,8,88
poqr5,5,21,43,3,18,54
n2h09,3,25,2,11,1,27
nyhix,3,29,40,5,14,40
zdt7k,12,1,8,12,1,47
pnh6c,11,4,25,12,25,44
pa2tf,12,27,89,11,14,45
i2wvg,3,1,88,3,1,23
mat3d,11,23,26,11,22,14
sxn0x,3,1,3,3,8,57
w63l7,3,11,71,11,7,28
uu5oi,11,1,35,11,1,73
rdh0j,3,1,70,5,1,77
u69y9,5,31,90,12,26,15
ax9ky,3,17,2,3,25,80
hfpm3,12,19,92,5,29,70
go54k,12,1,57,3,1,36
rlkt9,11,1,41,3,1,51
t5vv9,3,1,35,3,10,30
dlwm9,11,1,21,5,1,47
fss33,11,28,38,5,20,97
mosm6,11,29,67,3,5,13
zbm3s,11,14,57,12,21,9
ayg23,5,31,14,5,23,2
whlta,11,1,86,12,22,22
fjhr6,12,9,21,11,4,80
gyp6e,5,1,56,12,1,36
qfwv7,5,15,89,3,8,47
s50qx,5,25,17,11,11,93
wlwos,5,16,1,11,19,82
appwj,11,28,90,3,19,28
b9tyd,3,15,77,12,18,99
m1akv,5,2,51,12,11,75
otmb2,12,15,94,3,12,55
gy1l5,12,14,19,11,16,40
qgra4,11,19,93,12,14,95
gjxs7,11,31,56,5,29,37
ydqmy,11,26,79,3,26,56
egio2,12,3,24,11,30,92
re0ux,12,26,5,12,18,24
nsfmq,3,1,99,3,1,98
cj9p9,5,16,7,3,6,26
pb8l8,12,21,40,12,2,73
dqyjx,12,9,67,11,9,2
o650q,12,18,66,11,6,25
qjli5,12,22,68,11,13,22
badjo,11,8,46,12,12,86
f94h3,11,26,86,3,29,58
hyoop,3,4,46,11,23,33
y3n91,3,1,10,5,1,6
fokor,12,31,56,3,11,37
x8je3,12,1,5,3,1,90
no9td,12,18,50,5,18,34
yrq4w,11,9,23,11,10,99
vilbi,12,12,18,3,8,10
hocir,12,11,80,3,10,31
o6lva,5,5,73,3,2,4
smtjx,11,4,58,11,3,1
cg8eq,11,12,97,3,3,64
rtnpf,5,1,62,3,1,72
lk01a,3,6,82,12,13,83
al7zi,3,1,82,3,1,7
wvedu,5,1,13,11,1,76
grv1w,11,9,28,11,28,37
wsi23,11,1,77,12,1,86
frc19,11,2,88,12,28,35
ofrii,12,1,9,3,1,54
jjvno,5,10,69,3,3,41
xydji,12,23,59,12,18,59
ylzj2,3,10,16,5,15,90
uhr9t,12,31,57,5,25,71
vaqwg,12,30,48,12,24,76
tjpgp,12,21,97,11,22,94
hg0hc,12,1,92,12,1,3
x8jgu,3,1,14,3,1,26
n0h0p,3,20,84,3,6,76
ifr8f,11,10,42,11,15,47
enl6v,11,16,76,12,21,73
sz1ur,3,1,18,12,1,98
hra7y,11,23,96,3,18,97
q3n9q,12,20,72,11,23,95
bf6wp,3,20,60,11,29,92
ql6sj,12,1,29,11,1,65
qoy6p,12,12,21,11,12,22
nu7p0,3,29,72,12,11,20
r1jfq,12,16,48,3,30,96
zv7nx,5,1,4,3,1,88
vq5ll,3,3,91,3,26,1
lq1he,12,8,54,11,25,11
wt44t,11,6,2,11,9,15
ytbkj,12,18,9,3,15,69
e8rms,3,7,85,11,28,96
j10st,11,6,59,12,19,48
tx2g3,11,1,86,12,1,27
n1vuh,11,24,91,3,13,58
dsxep,5,1,22,12,1,26
mjc6r,3,23,1,3,7,14
jk3dp,11,1,76,3,1,21
tvnwh,11,3,74,11,17,9
nkucj,12,15,61,12,12,82
drw0a,3,7,88,11,9,97
bcn61,11,1,86,3,1,53
hzbrd,3,1,43,11,1,81
e28na,3,1,39,11,1,57
wx1bm,11,14,41,12,31,50
h3kpz,11,13,46,11,2,61
qd4wp,12,2,6,12,28,14
doav5,11,11,54,11,5,1
ln6vv,5,11,63,11,1,78
yxiz8,3,24,74,12,26,72
q3p16,3,28,82,12,29,88
h3ib6,11,4,51,12,2,12
tg1fp,5,4,87,5,23,47
njbzn,3,9,28,11,20,11
g15hy,3,1,39,12,3,99
ztknv,5,31,9,3,5,29
y97mo,11,21,48,12,4,28
o9i04,11,16,95,3,6,13
acteu,11,1,80,12,1,41
kr7bo,3,26,69,12,4,74
nw0t5,11,14,33,12,27,4
ygvqv,3,3,14,12,6,74
turbd,5,17,96,11,4,71
f5kqn,5,18,81,11,21,31
nkjuj,3,13,56,3,8,1
e75lv,3,2,51,11,8,14
m87nq,3,7,6,11,1,90
n0wqu,12,21,37,12,17,58
nc71e,12,27,83,12,21,70
lel91,12,23,45,11,26,20
l711d,3,1,87,5,1,97
uftoi,5,28,26,3,28,59
no4d1,12,8,97,3,10,88
bwujw,3,9,96,3,13,51
tw7va,11,1,91,3,1,14
q3wdc,3,14,92,5,5,85
sp8cm,12,18,78,11,25,51
s2jma,12,15,76,12,16,77
e2a28,12,14,4,12,16,37
zi247,5,7,28,12,30,79
zgn8l,12,1,28,11,1,54
du0ty,12,25,22,11,17,31
fq8eh,12,13,31,5,9,62
gou0v,11,11,85,3,8,44
zozn8,3,22,7,12,15,81
y0740,12,31,20,3,16,79
grntn,11,25,91,11,28,37
qvymn,12,29,33,5,30,74
gv0d7,3,26,36,12,7,60
a8vyx,11,10,33,12,17,97
f4y1w,12,1,25,11,1,8
cmsf2,3,1,38,12,1,70
wkdzz,12,27,42,12,20,88
u0g12,3,1,98,11,1,2
euweo,11,31,14,3,30,91
o3p4i,11,20,96,12,22,92
flmuf,12,24,61,11,26,21
ocmgq,5,1,16,3,1,76
xbija,11,21,1,11,12,2
wr382,3,30,41,3,30,25
